id_support,operateur,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support,date_activ,action,infos,is_zb,is_new
101083,ORANGE,LTE 700, (THÈDES) 63122 ST GENES CHAMPANELLE,63345,"45.7381,3.0242",Pylône tubulaire,14m,TOTEM,2026-07-03,AAV,,False,False
1017893,BOUYGUES TELECOM,,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"28,3m",BOUYGUES,2014-09-19,CHI,1081690,False,False
1023562,FREE MOBILE,5G NR 700,RUE DES GRAVIERS ZONE D'ACTIVITÉ DES GRAVIERS 91190 VILLIERS LE BACLE,91679,"48.7311,2.1119",Pylône autostable,32m,TOTEM,2026-06-29,ALL,,False,False
1035269,ORANGE,"LTE 800, LTE 2100, 5G NR 700, 5G NR 3500",RUE CHARLES DE FOUCAULT STADE HENRY LUGUET 18390 ST GERMAIN DU PUY,18213,"47.1014,2.49",Pylône tubulaire,26m,"Commune, communauté de communes",2026-06-25,ALL,,False,False
1081690,BOUYGUES TELECOM,,AV DE LA FALAISE 38360 SASSENAGE,38474,"45.1997,5.6642",Inconnu,"27,5m",BOUYGUES,2014-09-19,CHI,1017893,False,False
1285300,BOUYGUES TELECOM,LTE 700,231 QUAI SAINT PIERRE CO-PROPRIÉTÉ LES VOILES (LE BRUSC) 83140 SIX FOURS LES PLAGES,83129,"43.0756,5.8022",Bâtiment,"16,1m","Copropriété, Syndic, SCI",2026-06-22,AJA,,False,False
1285300,BOUYGUES TELECOM,LTE 2600,231 QUAI SAINT PIERRE CO-PROPRIÉTÉ LES VOILES (LE BRUSC) 83140 SIX FOURS LES PLAGES,83129,"43.0756,5.8022",Bâtiment,"16,1m","Copropriété, Syndic, SCI",,AJO,,False,False
1286129,TELCO OI,5G NR 3500,KOUNGOU VILLAGE 97600 KOUNGOU,97610,"-12.7336,45.2031",Mât béton,14m,Telco OI,,AJO,,False,False
1293772,TELCO OI,5G NR 3500,RUE DU DISPENSAIRE 97620 CHIRONGUI,97606,"-12.8942,45.1431",Mât métallique,"10,5m",Telco OI,,AJO,,False,False
1329706,ORANGE,LTE 700,ZA DU MOULIN ROND-POINT 88140 BULGNEVILLE,88079,"48.2136,5.8236",Pylône tubulaire,35m,TOTEM,2026-07-02,ALL,,False,False
1330773,SFR,"LTE 700, 5G NR 3500","12, ALLÉE DE LA VERTE VALLÉE 14000 CAEN",14118,"49.1939,-0.375",Immeuble,23m,"Copropriété, Syndic, SCI",,SUP,,False,False
1345694,FREE MOBILE,5G NR 3500,86 AVENUE MOZART 75116 PARIS 16,75116,"48.8519,2.2678",Immeuble,"29,2m","Copropriété, Syndic, SCI",2026-06-29,ALL,,False,False
